id,userName,userUrl,version,score,title,text,url,updated
13142491405,Vermont attorney,https://itunes.apple.com/us/reviews/id50027869,5.2,4,Auto-scrolling will be appreciated,"Really good, but needs auto-scrolling, and ability to make sub-categories for organizing books. Then it will be a killer app!",https://itunes.apple.com/us/review?id=364709193&type=Purple%20Software,2025-09-15T17:50:47-07:00
13142132067,zoey26351,https://itunes.apple.com/us/reviews/id1427839952,5.2,4,I mean it’s ok,"So I love this app but the only problem is that  I hate having to pay for the books  . Especially the dark
romance books . Please help 🫩🫩",https://itunes.apple.com/us/review?id=364709193&type=Purple%20Software,2025-09-15T15:24:20-07:00
13141083848,Steve4012,https://itunes.apple.com/us/reviews/id123176947,5.1,4,It’s the alphabet,I keep dreaming the books in my library will someday be listed a thru z by the authors last name.   Some are listed by their first name in alphabetical order alongside another author’s last name.,https://itunes.apple.com/us/review?id=364709193&type=Purple%20Software,2025-09-15T09:22:55-07:00
13140841905,anikhosain,https://itunes.apple.com/us/reviews/id1214767821,5.1,5,Best Reading app,i am enjoying it so much,https://itunes.apple.com/us/review?id=364709193&type=Purple%20Software,2025-09-15T08:12:15-07:00
13140784381,siduski,https://itunes.apple.com/us/reviews/id1346160744,5.1,5,BOOKS,I love this app!10 stars!!!!!!,https://itunes.apple.com/us/review?id=364709193&type=Purple%20Software,2025-09-15T07:55:52-07:00
13138641138,Mago Fire Blue,https://itunes.apple.com/us/reviews/id1807262549,5.1,5,Awesome Books,Awesome Thanks,https://itunes.apple.com/us/review?id=364709193&type=Purple%20Software,2025-09-14T18:06:55-07:00
13137455218,Dodge Partain,https://itunes.apple.com/us/reviews/id1657402833,5.1,1,Not for me,I thought this app was a horrible app. All of the books are expensive. There is not a single free book on the app. I would suggest Everand instead.,https://itunes.apple.com/us/review?id=364709193&type=Purple%20Software,2025-09-14T10:42:36-07:00
13134801174,Coolcat@2059,https://itunes.apple.com/us/reviews/id1790900464,5.1,5,AMAZING,I love to read so much and the I got this app and now it has made it easy to read anywhere I want.I love how you can sample the books before you buy them and how it audomaticly saves your place this is a great app totally recommend,https://itunes.apple.com/us/review?id=364709193&type=Purple%20Software,2025-09-13T19:36:38-07:00
13134474791,Tillieclay14,https://itunes.apple.com/us/reviews/id1822660805,5.1,2,Dork diaries,The books that I want to read you have to pay for it,https://itunes.apple.com/us/review?id=364709193&type=Purple%20Software,2025-09-13T17:29:28-07:00
13134027564,Volleyball player 063,https://itunes.apple.com/us/reviews/id1831674114,5.1,1,Why pay!,I don’t want to pay for a book which is the exact reason I downloaded this!,https://itunes.apple.com/us/review?id=364709193&type=Purple%20Software,2025-09-13T14:23:49-07:00
13133872773,Higdbjihbsdighjbvfijnvf ijns,https://itunes.apple.com/us/reviews/id1733056130,5.1,5,Urey,The ayyayatatriiririr,https://itunes.apple.com/us/review?id=364709193&type=Purple%20Software,2025-09-13T13:24:35-07:00
13126830187,in a hospital and had no,https://itunes.apple.com/us/reviews/id1720432117,5.1,5,Good,I’m not going to respond,https://itunes.apple.com/us/review?id=364709193&type=Purple%20Software,2025-09-11T19:22:36-07:00
13122866387,Vozes profundas,https://itunes.apple.com/us/reviews/id1775876038,5.1,1,Horrid app,I can’t even use this without payment for some reason. If this continues then I’ll change my phone.,https://itunes.apple.com/us/review?id=364709193&type=Purple%20Software,2025-09-10T17:42:14-07:00
13122683459,Addy Jordan 🇱🇷,https://itunes.apple.com/us/reviews/id1737866922,5.1,2,Addy Jordan,It wouldn’t let me pick a book,https://itunes.apple.com/us/review?id=364709193&type=Purple%20Software,2025-09-10T16:21:54-07:00
13122027376,Bro.60,https://itunes.apple.com/us/reviews/id1405086506,5.1,5,Apple Books,It’s was interesting to read the books on tape and author reviews.,https://itunes.apple.com/us/review?id=364709193&type=Purple%20Software,2025-09-10T11:54:28-07:00
13120830501,always Solin,https://itunes.apple.com/us/reviews/id1114500430,5.1,3,Seriously 😒,YOU LITERALLY HAVE TO PAYYYY,https://itunes.apple.com/us/review?id=364709193&type=Purple%20Software,2025-09-10T05:46:10-07:00
13118725526,Dojo 3,https://itunes.apple.com/us/reviews/id1778899482,5.1,5,Langue,Comment fait-on pour changer la langue des livres.,https://itunes.apple.com/us/review?id=364709193&type=Purple%20Software,2025-09-09T15:02:05-07:00
13117865536,Shu reader,https://itunes.apple.com/us/reviews/id210368530,5.1,1,Reader hostile & Horrible for any serious reader,"1. Whenever you want to copy a phrase, a sentence or a paragraph, or even a word, it annoyingly adds “ Expert from [book name] Apple Books…and a stupid copyright warning. Yes, you are automatically treated as a plagiarizer  2. Don’t try to make more than one  note for your reading,  there is NO way to export/extract them in one shot like other book readers do. You have to export/share it one by one.  3. This stupid app even adds copyright  warning on your own notes exported/shared.  Don’t waste your life on this reader-hostile app.",https://itunes.apple.com/us/review?id=364709193&type=Purple%20Software,2025-09-09T09:48:48-07:00
13116887555,Wanderinglord,https://itunes.apple.com/us/reviews/id48836270,5.1,1,Older ebooks don’t work,A recent update made it so only the first page of each shaper can be read in older epubs. That’s 300 books for me. Their solution? Buy them at their store and reinstall the app. Great customer hate.,https://itunes.apple.com/us/review?id=364709193&type=Purple%20Software,2025-09-09T04:55:28-07:00
13113477835,Zack CF,https://itunes.apple.com/us/reviews/id31194821,5.1,2,Can’t Paste into Notes App,"I gave Books a try after Kindle’s latest update turned the Kindle iOS app into a hot mess. Unfortunately, pasting text from Books into note-taking apps, like Apple Notes, also always pastes a citation with the name of the book and author -every time- and there’s no way to turn this off.

This makes the Books app worthless to me, since I frequently summarize highlights across a book (or multiple books and articles) into notes about a subject that I can then reference for many years.

Otherwise, I found the elegance of Books to be a refreshing change from the clutter and awkward interface of the Kindle app. But, like I said, it’s worthless if I can’t paste highlights into notes without citations destroying these notes.",https://itunes.apple.com/us/review?id=364709193&type=Purple%20Software,2025-09-08T06:41:51-07:00
13111535609,Princess London Nien,https://itunes.apple.com/us/reviews/id1421244171,5.1,5,The most common,The only way,https://itunes.apple.com/us/review?id=364709193&type=Purple%20Software,2025-09-07T17:04:41-07:00
13111414204,"crazy cats,",https://itunes.apple.com/us/reviews/id365394378,5.1,5,I love it 🥰🥳💕,I really don’t know why I’m even writing a review but yes I love 💕 it I don’t really read books on it but read books I have or get from the library and I review them I have reviewed 100 books starting today 🎉🎉🎉🥳🎈🎊,https://itunes.apple.com/us/review?id=364709193&type=Purple%20Software,2025-09-07T16:12:01-07:00
13110076212,brackmanclaire,https://itunes.apple.com/us/reviews/id1428778374,5.1,4,More free books,"I love the app, but I can only sample the books. I really just want to be able to read the books add just a couple free books so you can just read them and the user gets to select them. I would love that. Will they add it maybe. If I don’t get to hold the book in my hands I am not buying it. I’ll read it free but I’m not buying it.",https://itunes.apple.com/us/review?id=364709193&type=Purple%20Software,2025-09-07T08:32:23-07:00
13099431054,(H6uyyi7,https://itunes.apple.com/us/reviews/id1486384844,5.1,1,I hate books,I can’t red the books,https://itunes.apple.com/us/review?id=364709193&type=Purple%20Software,2025-09-04T15:32:25-07:00
13096033526,Nice options for sports,https://itunes.apple.com/us/reviews/id1701891420,5.1,5,obbssed,love it you can find any book you want to read and you can listen to books if you dont have time to read them and it'll give you books + audiobooks to listen to that it'll think that you like or would be instresed in! would recamed!!,https://itunes.apple.com/us/review?id=364709193&type=Purple%20Software,2025-09-03T18:36:50-07:00
13095798034,El chat !!!,https://itunes.apple.com/us/reviews/id1782251987,5.1,5,Books is great,This app alows you to buy books and is very useful for reading!!!😍😍😍,https://itunes.apple.com/us/review?id=364709193&type=Purple%20Software,2025-09-03T16:59:57-07:00
13094707892,Fruatrated12345,https://itunes.apple.com/us/reviews/id170826302,5.1,1,Poor narration,I think every book I have gotten was read by a computer generated voice.  They say they’re narrated by actual voice actors but all I ever ended up with was poor recreations of them.  I’ve tried several times to just get used to it but the quality of the voice is just bad.,https://itunes.apple.com/us/review?id=364709193&type=Purple%20Software,2025-09-03T10:06:31-07:00
